"eventName","eventDescription","eventConstant","owner","feature","tags","groupDescription","propertyName","propertyDescription","propertyType","propertyPossibleValues","propertyIsNullable"
"DS_INTERNAL.RAWKERNEL_SESSION_DISPOSED","This event is sent when a RawSession's `dispose` method is called.
Used to determine what part of the code that shut down the session, so as to determine when and how the kernel session crashed.","Telemetry.RawKernelSessionDisposed","donjayamanne","Notebook, InteractiveWindow","","","resourceType","Used to determine whether this event is related to a Notebooks or Interactive window.
Common to most of the events.","","'notebook' 
'interactive' ",true
"DS_INTERNAL.RAWKERNEL_SESSION_DISPOSED","This event is sent when a RawSession's `dispose` method is called.
Used to determine what part of the code that shut down the session, so as to determine when and how the kernel session crashed.","Telemetry.RawKernelSessionDisposed","donjayamanne","Notebook, InteractiveWindow","","","stacktrace","This is the callstack at the time that the `dispose` method
is called, intended for us to be able to identify who called
`dispose` on the RawSession.","","null or <empty> ",false
"DS_INTERNAL.RAWKERNEL_SESSION_DISPOSED","This event is sent when a RawSession's `dispose` method is called.
Used to determine what part of the code that shut down the session, so as to determine when and how the kernel session crashed.","Telemetry.RawKernelSessionDisposed","donjayamanne","Notebook, InteractiveWindow","","","userExecutedCell","Whether the user executed a cell.
Common to most of the events.","boolean","",true
"DS_INTERNAL.RAWKERNEL_SESSION_KERNEL_PROCESS_EXITED","This event is sent when the underlying kernelProcess for a
RawJupyterSession exits.","Telemetry.RawKernelSessionKernelProcessExited","donjayamanne","Notebook, InteractiveWindow","","","actionSource","Whether this was started by Jupyter extension or a 3rd party.
Common to most of the events.","","jupyterExtension ()
3rdPartyExtension ()",false
"DS_INTERNAL.RAWKERNEL_SESSION_KERNEL_PROCESS_EXITED","This event is sent when the underlying kernelProcess for a
RawJupyterSession exits.","Telemetry.RawKernelSessionKernelProcessExited","donjayamanne","Notebook, InteractiveWindow","","","capturedEnvVars","Whether we managed to capture the environment variables or not.
In the case of conda environments, `false` would be an error condition, as we must have env variables for conda to work.
Common to most of the events.","boolean","",true
"DS_INTERNAL.RAWKERNEL_SESSION_KERNEL_PROCESS_EXITED","This event is sent when the underlying kernelProcess for a
RawJupyterSession exits.","Telemetry.RawKernelSessionKernelProcessExited","donjayamanne","Notebook, InteractiveWindow","","","disableUI","Whether the notebook startup UI (progress indicator & the like) was displayed to the user or not.
If its not displayed, then its considered an auto start (start in the background, like pre-warming kernel)
Common to most of the events.","boolean","",true
"DS_INTERNAL.RAWKERNEL_SESSION_KERNEL_PROCESS_EXITED","This event is sent when the underlying kernelProcess for a
RawJupyterSession exits.","Telemetry.RawKernelSessionKernelProcessExited","donjayamanne","Notebook, InteractiveWindow","","","exitCode","The kernel process's exit code.","number","",false
"DS_INTERNAL.RAWKERNEL_SESSION_KERNEL_PROCESS_EXITED","This event is sent when the underlying kernelProcess for a
RawJupyterSession exits.","Telemetry.RawKernelSessionKernelProcessExited","donjayamanne","Notebook, InteractiveWindow","","","exitReason","The kernel process's exit reason, based on the error
object's reason","","null or <empty> ",false
"DS_INTERNAL.RAWKERNEL_SESSION_KERNEL_PROCESS_EXITED","This event is sent when the underlying kernelProcess for a
RawJupyterSession exits.","Telemetry.RawKernelSessionKernelProcessExited","donjayamanne","Notebook, InteractiveWindow","","","isUsingActiveInterpreter","Whether this resource is using the active Python interpreter or not.
Common to most of the events.","boolean","",true
"DS_INTERNAL.RAWKERNEL_SESSION_KERNEL_PROCESS_EXITED","This event is sent when the underlying kernelProcess for a
RawJupyterSession exits.","Telemetry.RawKernelSessionKernelProcessExited","donjayamanne","Notebook, InteractiveWindow","","","kernelConnectionType","Whether kernel was started using kernel spec, interpreter, etc.
Common to most of the events.","KernelConnectionMetadata['kind']","",true
"DS_INTERNAL.RAWKERNEL_SESSION_KERNEL_PROCESS_EXITED","This event is sent when the underlying kernelProcess for a
RawJupyterSession exits.","Telemetry.RawKernelSessionKernelProcessExited","donjayamanne","Notebook, InteractiveWindow","","","kernelId","Hash of the Kernel Connection id.
Common to most of the events.","string","",false
"DS_INTERNAL.RAWKERNEL_SESSION_KERNEL_PROCESS_EXITED","This event is sent when the underlying kernelProcess for a
RawJupyterSession exits.","Telemetry.RawKernelSessionKernelProcessExited","donjayamanne","Notebook, InteractiveWindow","","","kernelLanguage","Language of the kernel connection.
Common to most of the events.","string","",false
"DS_INTERNAL.RAWKERNEL_SESSION_KERNEL_PROCESS_EXITED","This event is sent when the underlying kernelProcess for a
RawJupyterSession exits.","Telemetry.RawKernelSessionKernelProcessExited","donjayamanne","Notebook, InteractiveWindow","","","kernelSessionId","Unique identifier for an instance of a notebook session.
If we restart or run this notebook tomorrow, this id will be different.
Id could be something as simple as a hash of the current Epoch time.
Common to most of the events.","string","",false
"DS_INTERNAL.RAWKERNEL_SESSION_KERNEL_PROCESS_EXITED","This event is sent when the underlying kernelProcess for a
RawJupyterSession exits.","Telemetry.RawKernelSessionKernelProcessExited","donjayamanne","Notebook, InteractiveWindow","","","pythonEnvironmentPackages","Comma delimited list of hashed packages & their versions.
Common to most of the events.","string","",true
"DS_INTERNAL.RAWKERNEL_SESSION_KERNEL_PROCESS_EXITED","This event is sent when the underlying kernelProcess for a
RawJupyterSession exits.","Telemetry.RawKernelSessionKernelProcessExited","donjayamanne","Notebook, InteractiveWindow","","","pythonEnvironmentPath","A key, so that rest of the information is tied to this. (hash)
Common to most of the events.","string","",true
"DS_INTERNAL.RAWKERNEL_SESSION_KERNEL_PROCESS_EXITED","This event is sent when the underlying kernelProcess for a
RawJupyterSession exits.","Telemetry.RawKernelSessionKernelProcessExited","donjayamanne","Notebook, InteractiveWindow","","","pythonEnvironmentType","Found plenty of issues when starting kernels with conda, hence useful to capture this info.
Common to most of the events.","","Unknown ()
Conda ()
VirtualEnv ()
PipEnv ()
Pyenv ()
Venv ()
Poetry ()
VirtualEnvWrapper ()",true
"DS_INTERNAL.RAWKERNEL_SESSION_KERNEL_PROCESS_EXITED","This event is sent when the underlying kernelProcess for a
RawJupyterSession exits.","Telemetry.RawKernelSessionKernelProcessExited","donjayamanne","Notebook, InteractiveWindow","","","pythonEnvironmentVersion","Found plenty of issues when starting Conda Python 3.7, Python 3.7 Python 3.9 (in early days when ipykernel was not up to date)
Common to most of the events.","string","",true
"DS_INTERNAL.RAWKERNEL_SESSION_KERNEL_PROCESS_EXITED","This event is sent when the underlying kernelProcess for a
RawJupyterSession exits.","Telemetry.RawKernelSessionKernelProcessExited","donjayamanne","Notebook, InteractiveWindow","","","resourceHash","Hash of the resource (notebook.uri or pythonfile.uri associated with this).
If we run the same notebook tomorrow, the hash will be the same.
Used to check whether a particular notebook fails across time or not.
This is also used to map different telemetry events related to this same resource. E.g. we could have an event sent for starting a notebook with this hash,
and then later we get yet another event indicating starting a notebook failed. And another event indicating the Python environment used for this notebook is a conda environment or
we have some other event indicating some other piece of data for this resource. With the information across multiple resources we can now join the different data points
and have a better understanding of what is going on, e.g. why something failed.
Common to most of the events.","string","",true
"DS_INTERNAL.RAWKERNEL_SESSION_KERNEL_PROCESS_EXITED","This event is sent when the underlying kernelProcess for a
RawJupyterSession exits.","Telemetry.RawKernelSessionKernelProcessExited","donjayamanne","Notebook, InteractiveWindow","","","resourceType","Used to determine whether this event is related to a Notebooks or Interactive window.
Common to most of the events.","","'notebook' 
'interactive' ",true
"DS_INTERNAL.RAWKERNEL_SESSION_KERNEL_PROCESS_EXITED","This event is sent when the underlying kernelProcess for a
RawJupyterSession exits.","Telemetry.RawKernelSessionKernelProcessExited","donjayamanne","Notebook, InteractiveWindow","","","userExecutedCell","Whether the user executed a cell.
Common to most of the events.","boolean","",true
"DS_INTERNAL.RAWKERNEL_SESSION_NO_IPYKERNEL","Telemetry event sent when raw kernel startup fails due to missing ipykernel dependency.
This is useful to see what the user does with this error message.","Telemetry.RawKernelSessionStartNoIpykernel","donjayamanne","Notebook, InteractiveWindow","","","actionSource","Whether this was started by Jupyter extension or a 3rd party.
Common to most of the events.","","jupyterExtension ()
3rdPartyExtension ()",false
"DS_INTERNAL.RAWKERNEL_SESSION_NO_IPYKERNEL","Telemetry event sent when raw kernel startup fails due to missing ipykernel dependency.
This is useful to see what the user does with this error message.","Telemetry.RawKernelSessionStartNoIpykernel","donjayamanne","Notebook, InteractiveWindow","","","capturedEnvVars","Whether we managed to capture the environment variables or not.
In the case of conda environments, `false` would be an error condition, as we must have env variables for conda to work.
Common to most of the events.","boolean","",true
"DS_INTERNAL.RAWKERNEL_SESSION_NO_IPYKERNEL","Telemetry event sent when raw kernel startup fails due to missing ipykernel dependency.
This is useful to see what the user does with this error message.","Telemetry.RawKernelSessionStartNoIpykernel","donjayamanne","Notebook, InteractiveWindow","","","disableUI","Whether the notebook startup UI (progress indicator & the like) was displayed to the user or not.
If its not displayed, then its considered an auto start (start in the background, like pre-warming kernel)
Common to most of the events.","boolean","",true
"DS_INTERNAL.RAWKERNEL_SESSION_NO_IPYKERNEL","Telemetry event sent when raw kernel startup fails due to missing ipykernel dependency.
This is useful to see what the user does with this error message.","Telemetry.RawKernelSessionStartNoIpykernel","donjayamanne","Notebook, InteractiveWindow","","","isUsingActiveInterpreter","Whether this resource is using the active Python interpreter or not.
Common to most of the events.","boolean","",true
"DS_INTERNAL.RAWKERNEL_SESSION_NO_IPYKERNEL","Telemetry event sent when raw kernel startup fails due to missing ipykernel dependency.
This is useful to see what the user does with this error message.","Telemetry.RawKernelSessionStartNoIpykernel","donjayamanne","Notebook, InteractiveWindow","","","kernelConnectionType","Whether kernel was started using kernel spec, interpreter, etc.
Common to most of the events.","KernelConnectionMetadata['kind']","",true
"DS_INTERNAL.RAWKERNEL_SESSION_NO_IPYKERNEL","Telemetry event sent when raw kernel startup fails due to missing ipykernel dependency.
This is useful to see what the user does with this error message.","Telemetry.RawKernelSessionStartNoIpykernel","donjayamanne","Notebook, InteractiveWindow","","","kernelId","Hash of the Kernel Connection id.
Common to most of the events.","string","",false
"DS_INTERNAL.RAWKERNEL_SESSION_NO_IPYKERNEL","Telemetry event sent when raw kernel startup fails due to missing ipykernel dependency.
This is useful to see what the user does with this error message.","Telemetry.RawKernelSessionStartNoIpykernel","donjayamanne","Notebook, InteractiveWindow","","","kernelLanguage","Language of the kernel connection.
Common to most of the events.","string","",false
"DS_INTERNAL.RAWKERNEL_SESSION_NO_IPYKERNEL","Telemetry event sent when raw kernel startup fails due to missing ipykernel dependency.
This is useful to see what the user does with this error message.","Telemetry.RawKernelSessionStartNoIpykernel","donjayamanne","Notebook, InteractiveWindow","","","kernelSessionId","Unique identifier for an instance of a notebook session.
If we restart or run this notebook tomorrow, this id will be different.
Id could be something as simple as a hash of the current Epoch time.
Common to most of the events.","string","",false
"DS_INTERNAL.RAWKERNEL_SESSION_NO_IPYKERNEL","Telemetry event sent when raw kernel startup fails due to missing ipykernel dependency.
This is useful to see what the user does with this error message.","Telemetry.RawKernelSessionStartNoIpykernel","donjayamanne","Notebook, InteractiveWindow","","","pythonEnvironmentPackages","Comma delimited list of hashed packages & their versions.
Common to most of the events.","string","",true
"DS_INTERNAL.RAWKERNEL_SESSION_NO_IPYKERNEL","Telemetry event sent when raw kernel startup fails due to missing ipykernel dependency.
This is useful to see what the user does with this error message.","Telemetry.RawKernelSessionStartNoIpykernel","donjayamanne","Notebook, InteractiveWindow","","","pythonEnvironmentPath","A key, so that rest of the information is tied to this. (hash)
Common to most of the events.","string","",true
"DS_INTERNAL.RAWKERNEL_SESSION_NO_IPYKERNEL","Telemetry event sent when raw kernel startup fails due to missing ipykernel dependency.
This is useful to see what the user does with this error message.","Telemetry.RawKernelSessionStartNoIpykernel","donjayamanne","Notebook, InteractiveWindow","","","pythonEnvironmentType","Found plenty of issues when starting kernels with conda, hence useful to capture this info.
Common to most of the events.","","Unknown ()
Conda ()
VirtualEnv ()
PipEnv ()
Pyenv ()
Venv ()
Poetry ()
VirtualEnvWrapper ()",true
"DS_INTERNAL.RAWKERNEL_SESSION_NO_IPYKERNEL","Telemetry event sent when raw kernel startup fails due to missing ipykernel dependency.
This is useful to see what the user does with this error message.","Telemetry.RawKernelSessionStartNoIpykernel","donjayamanne","Notebook, InteractiveWindow","","","pythonEnvironmentVersion","Found plenty of issues when starting Conda Python 3.7, Python 3.7 Python 3.9 (in early days when ipykernel was not up to date)
Common to most of the events.","string","",true
"DS_INTERNAL.RAWKERNEL_SESSION_NO_IPYKERNEL","Telemetry event sent when raw kernel startup fails due to missing ipykernel dependency.
This is useful to see what the user does with this error message.","Telemetry.RawKernelSessionStartNoIpykernel","donjayamanne","Notebook, InteractiveWindow","","","reason","Captures the result of the error message, whether user dismissed this or picked a new kernel or the like.","","0 (Enum Member: KernelInterpreterDependencyResponse.ok,Could mean dependencies are already installed
or user clicked ok to install and it got installed.)
1 (Enum Member: KernelInterpreterDependencyResponse.cancel)
2 (Enum Member: KernelInterpreterDependencyResponse.failed)
3 (Enum Member: KernelInterpreterDependencyResponse.selectDifferentKernel,User chose to select a different kernel.)
4 (Enum Member: KernelInterpreterDependencyResponse.uiHidden,Missing dependencies not installed and UI not displayed to the user
as the kernel startup is part of a background process.
In such cases we do not notify user of any failures or the like.)",false
"DS_INTERNAL.RAWKERNEL_SESSION_NO_IPYKERNEL","Telemetry event sent when raw kernel startup fails due to missing ipykernel dependency.
This is useful to see what the user does with this error message.","Telemetry.RawKernelSessionStartNoIpykernel","donjayamanne","Notebook, InteractiveWindow","","","resourceHash","Hash of the resource (notebook.uri or pythonfile.uri associated with this).
If we run the same notebook tomorrow, the hash will be the same.
Used to check whether a particular notebook fails across time or not.
This is also used to map different telemetry events related to this same resource. E.g. we could have an event sent for starting a notebook with this hash,
and then later we get yet another event indicating starting a notebook failed. And another event indicating the Python environment used for this notebook is a conda environment or
we have some other event indicating some other piece of data for this resource. With the information across multiple resources we can now join the different data points
and have a better understanding of what is going on, e.g. why something failed.
Common to most of the events.","string","",true
"DS_INTERNAL.RAWKERNEL_SESSION_NO_IPYKERNEL","Telemetry event sent when raw kernel startup fails due to missing ipykernel dependency.
This is useful to see what the user does with this error message.","Telemetry.RawKernelSessionStartNoIpykernel","donjayamanne","Notebook, InteractiveWindow","","","resourceType","Used to determine whether this event is related to a Notebooks or Interactive window.
Common to most of the events.","","'notebook' 
'interactive' ",true
"DS_INTERNAL.RAWKERNEL_SESSION_NO_IPYKERNEL","Telemetry event sent when raw kernel startup fails due to missing ipykernel dependency.
This is useful to see what the user does with this error message.","Telemetry.RawKernelSessionStartNoIpykernel","donjayamanne","Notebook, InteractiveWindow","","","userExecutedCell","Whether the user executed a cell.
Common to most of the events.","boolean","",true
"DS_INTERNAL.RAWKERNEL_SESSION_SHUTDOWN","This event is sent when a RawJupyterSession's `shutdownSession` method is called.
Used to determine what part of the code that shut down the session, so as to determine when and how the kernel session crashed.","Telemetry.RawKernelSessionShutdown","donjayamanne","Notebook, InteractiveWindow","","","actionSource","Whether this was started by Jupyter extension or a 3rd party.
Common to most of the events.","","jupyterExtension ()
3rdPartyExtension ()",false
"DS_INTERNAL.RAWKERNEL_SESSION_SHUTDOWN","This event is sent when a RawJupyterSession's `shutdownSession` method is called.
Used to determine what part of the code that shut down the session, so as to determine when and how the kernel session crashed.","Telemetry.RawKernelSessionShutdown","donjayamanne","Notebook, InteractiveWindow","","","capturedEnvVars","Whether we managed to capture the environment variables or not.
In the case of conda environments, `false` would be an error condition, as we must have env variables for conda to work.
Common to most of the events.","boolean","",true
"DS_INTERNAL.RAWKERNEL_SESSION_SHUTDOWN","This event is sent when a RawJupyterSession's `shutdownSession` method is called.
Used to determine what part of the code that shut down the session, so as to determine when and how the kernel session crashed.","Telemetry.RawKernelSessionShutdown","donjayamanne","Notebook, InteractiveWindow","","","disableUI","Whether the notebook startup UI (progress indicator & the like) was displayed to the user or not.
If its not displayed, then its considered an auto start (start in the background, like pre-warming kernel)
Common to most of the events.","boolean","",true
"DS_INTERNAL.RAWKERNEL_SESSION_SHUTDOWN","This event is sent when a RawJupyterSession's `shutdownSession` method is called.
Used to determine what part of the code that shut down the session, so as to determine when and how the kernel session crashed.","Telemetry.RawKernelSessionShutdown","donjayamanne","Notebook, InteractiveWindow","","","isRequestToShutdownRestartSession","This indicates whether the session being shutdown is a restart session.","","true 
false 
null or <empty> ",false
"DS_INTERNAL.RAWKERNEL_SESSION_SHUTDOWN","This event is sent when a RawJupyterSession's `shutdownSession` method is called.
Used to determine what part of the code that shut down the session, so as to determine when and how the kernel session crashed.","Telemetry.RawKernelSessionShutdown","donjayamanne","Notebook, InteractiveWindow","","","isUsingActiveInterpreter","Whether this resource is using the active Python interpreter or not.
Common to most of the events.","boolean","",true
"DS_INTERNAL.RAWKERNEL_SESSION_SHUTDOWN","This event is sent when a RawJupyterSession's `shutdownSession` method is called.
Used to determine what part of the code that shut down the session, so as to determine when and how the kernel session crashed.","Telemetry.RawKernelSessionShutdown","donjayamanne","Notebook, InteractiveWindow","","","kernelConnectionType","Whether kernel was started using kernel spec, interpreter, etc.
Common to most of the events.","KernelConnectionMetadata['kind']","",true
"DS_INTERNAL.RAWKERNEL_SESSION_SHUTDOWN","This event is sent when a RawJupyterSession's `shutdownSession` method is called.
Used to determine what part of the code that shut down the session, so as to determine when and how the kernel session crashed.","Telemetry.RawKernelSessionShutdown","donjayamanne","Notebook, InteractiveWindow","","","kernelId","Hash of the Kernel Connection id.
Common to most of the events.","string","",false
"DS_INTERNAL.RAWKERNEL_SESSION_SHUTDOWN","This event is sent when a RawJupyterSession's `shutdownSession` method is called.
Used to determine what part of the code that shut down the session, so as to determine when and how the kernel session crashed.","Telemetry.RawKernelSessionShutdown","donjayamanne","Notebook, InteractiveWindow","","","kernelLanguage","Language of the kernel connection.
Common to most of the events.","string","",false
"DS_INTERNAL.RAWKERNEL_SESSION_SHUTDOWN","This event is sent when a RawJupyterSession's `shutdownSession` method is called.
Used to determine what part of the code that shut down the session, so as to determine when and how the kernel session crashed.","Telemetry.RawKernelSessionShutdown","donjayamanne","Notebook, InteractiveWindow","","","kernelSessionId","Unique identifier for an instance of a notebook session.
If we restart or run this notebook tomorrow, this id will be different.
Id could be something as simple as a hash of the current Epoch time.
Common to most of the events.","string","",false
"DS_INTERNAL.RAWKERNEL_SESSION_SHUTDOWN","This event is sent when a RawJupyterSession's `shutdownSession` method is called.
Used to determine what part of the code that shut down the session, so as to determine when and how the kernel session crashed.","Telemetry.RawKernelSessionShutdown","donjayamanne","Notebook, InteractiveWindow","","","pythonEnvironmentPackages","Comma delimited list of hashed packages & their versions.
Common to most of the events.","string","",true
"DS_INTERNAL.RAWKERNEL_SESSION_SHUTDOWN","This event is sent when a RawJupyterSession's `shutdownSession` method is called.
Used to determine what part of the code that shut down the session, so as to determine when and how the kernel session crashed.","Telemetry.RawKernelSessionShutdown","donjayamanne","Notebook, InteractiveWindow","","","pythonEnvironmentPath","A key, so that rest of the information is tied to this. (hash)
Common to most of the events.","string","",true
"DS_INTERNAL.RAWKERNEL_SESSION_SHUTDOWN","This event is sent when a RawJupyterSession's `shutdownSession` method is called.
Used to determine what part of the code that shut down the session, so as to determine when and how the kernel session crashed.","Telemetry.RawKernelSessionShutdown","donjayamanne","Notebook, InteractiveWindow","","","pythonEnvironmentType","Found plenty of issues when starting kernels with conda, hence useful to capture this info.
Common to most of the events.","","Unknown ()
Conda ()
VirtualEnv ()
PipEnv ()
Pyenv ()
Venv ()
Poetry ()
VirtualEnvWrapper ()",true
"DS_INTERNAL.RAWKERNEL_SESSION_SHUTDOWN","This event is sent when a RawJupyterSession's `shutdownSession` method is called.
Used to determine what part of the code that shut down the session, so as to determine when and how the kernel session crashed.","Telemetry.RawKernelSessionShutdown","donjayamanne","Notebook, InteractiveWindow","","","pythonEnvironmentVersion","Found plenty of issues when starting Conda Python 3.7, Python 3.7 Python 3.9 (in early days when ipykernel was not up to date)
Common to most of the events.","string","",true
"DS_INTERNAL.RAWKERNEL_SESSION_SHUTDOWN","This event is sent when a RawJupyterSession's `shutdownSession` method is called.
Used to determine what part of the code that shut down the session, so as to determine when and how the kernel session crashed.","Telemetry.RawKernelSessionShutdown","donjayamanne","Notebook, InteractiveWindow","","","resourceHash","Hash of the resource (notebook.uri or pythonfile.uri associated with this).
If we run the same notebook tomorrow, the hash will be the same.
Used to check whether a particular notebook fails across time or not.
This is also used to map different telemetry events related to this same resource. E.g. we could have an event sent for starting a notebook with this hash,
and then later we get yet another event indicating starting a notebook failed. And another event indicating the Python environment used for this notebook is a conda environment or
we have some other event indicating some other piece of data for this resource. With the information across multiple resources we can now join the different data points
and have a better understanding of what is going on, e.g. why something failed.
Common to most of the events.","string","",true
"DS_INTERNAL.RAWKERNEL_SESSION_SHUTDOWN","This event is sent when a RawJupyterSession's `shutdownSession` method is called.
Used to determine what part of the code that shut down the session, so as to determine when and how the kernel session crashed.","Telemetry.RawKernelSessionShutdown","donjayamanne","Notebook, InteractiveWindow","","","resourceType","Used to determine whether this event is related to a Notebooks or Interactive window.
Common to most of the events.","","'notebook' 
'interactive' ",true
"DS_INTERNAL.RAWKERNEL_SESSION_SHUTDOWN","This event is sent when a RawJupyterSession's `shutdownSession` method is called.
Used to determine what part of the code that shut down the session, so as to determine when and how the kernel session crashed.","Telemetry.RawKernelSessionShutdown","donjayamanne","Notebook, InteractiveWindow","","","stacktrace","This is the callstack at the time that the `shutdownSession`
method is called, intended for us to be ale to identify who
tried to shutdown the session.","","null or <empty> ",false
"DS_INTERNAL.RAWKERNEL_SESSION_SHUTDOWN","This event is sent when a RawJupyterSession's `shutdownSession` method is called.
Used to determine what part of the code that shut down the session, so as to determine when and how the kernel session crashed.","Telemetry.RawKernelSessionShutdown","donjayamanne","Notebook, InteractiveWindow","","","userExecutedCell","Whether the user executed a cell.
Common to most of the events.","boolean","",true
"DS_INTERNAL.RUNTEST","A automated test has been run","Telemetry.RunTest","amunger","N/A","","","commitHash","The git commit that the test was run against.","string","",true
"DS_INTERNAL.RUNTEST","A automated test has been run","Telemetry.RunTest","amunger","N/A","","","perfWarmup","If the test was an initial run to warmup the product.","'true'","",true
"DS_INTERNAL.RUNTEST","A automated test has been run","Telemetry.RunTest","amunger","N/A","","","testName","The name of the test.","string","",false
"DS_INTERNAL.RUNTEST","A automated test has been run","Telemetry.RunTest","amunger","N/A","","","testResult","Whether the test passed or failed.","string","",false
"DS_INTERNAL.RUNTEST","A automated test has been run","Telemetry.RunTest","amunger","N/A","","","timedCheckpoints","Timings for segments of the test.","string","",true
"DS_INTERNAL.SELECT_JUPYTER_INTERPRETER","Sent when we notify the user to select an interpreter to start jupyter server
Also sent after the user makes a selection to start the jupyter server.","Telemetry.SelectJupyterInterpreter","donjayamanne","N/A","KernelStartup","","result","If the value or `result` is empty this means we displayed the message to the user and user hasn't made a choice yet.

The result of the selection.
notSelected - No interpreter was selected.
selected - An interpreter was selected (and configured to have jupyter and notebook).
installationCancelled - Installation of jupyter and/or notebook was cancelled for an interpreter.
selectAnotherInterpreter - Selected another interpreter.","","'notSelected' 
'selected' 
'installationCancelled' 
'selectAnotherInterpreter' ",true
"DS_INTERNAL.SETTINGS","The list of settings a user has set. Sent on activation.","Telemetry.DataScienceSettings","amunger","N/A","","","settingsJson","A json representation of settings that the user has set.
The values for string based settings are transalted to 'default' | 'non-default' unless white-listed.","string","",false
"DS_INTERNAL.SHIFTENTER_BANNER_SHOWN","Information banner displayed to give the user the option to configure shift+enter for the Interactive Window.","Telemetry.ShiftEnterBannerShown","amunger","InteractiveWindow","","","","","","",""
"DS_INTERNAL.SHOW_DATA_NO_PANDAS","User tried to open the data viewer and Pandas package was not installed.
Note: Not a failure state, as we prompt for install after this.","Telemetry.PandasNotInstalled","IanMatthewHuff","DataFrameViewer","","","","","","",""
"DS_INTERNAL.SHOW_DATA_PANDAS_INSTALL_CANCELED","When opening the data viewer the user was prompted to install / upgrade
pandas and choose to cancel the operation.","Telemetry.PandasInstallCanceled","IanMatthewHuff","DataFrameViewer","","","","","","",""
"DS_INTERNAL.SHOW_DATA_PANDAS_OK","When opening the data viewer the version of Pandas installed was ok.","Telemetry.PandasOK","IanMatthewHuff","DataFrameViewer","","","","","","",""
"DS_INTERNAL.SHOW_DATA_PANDAS_TOO_OLD","When opening the data viewer the version of Pandas installed was too old.","Telemetry.PandasTooOld","IanMatthewHuff","DataFrameViewer","","","","","","",""
"DS_INTERNAL.START_SESSION_FAILED_JUPYTER","Telemetry event sent when starting a session for a local connection failed.","Telemetry.StartSessionFailedJupyter","donjayamanne","N/A","KernelStartup","","","","","",""
"DS_INTERNAL.SWITCH_KERNEL","Triggered when the kernel selection changes (note: This can also happen automatically when a notebook is opened).
WARNING: Due to changes in VS Code, this isn't necessarily a user action, hence difficult to tell if the user changed it or it changed automatically.","Telemetry.SwitchKernel","IanMatthewHuff","Notebook, InteractiveWindow","","","actionSource","Whether this was started by Jupyter extension or a 3rd party.
Common to most of the events.","","jupyterExtension ()
3rdPartyExtension ()",false
"DS_INTERNAL.SWITCH_KERNEL","Triggered when the kernel selection changes (note: This can also happen automatically when a notebook is opened).
WARNING: Due to changes in VS Code, this isn't necessarily a user action, hence difficult to tell if the user changed it or it changed automatically.","Telemetry.SwitchKernel","IanMatthewHuff","Notebook, InteractiveWindow","","","capturedEnvVars","Whether we managed to capture the environment variables or not.
In the case of conda environments, `false` would be an error condition, as we must have env variables for conda to work.
Common to most of the events.","boolean","",true
"DS_INTERNAL.SWITCH_KERNEL","Triggered when the kernel selection changes (note: This can also happen automatically when a notebook is opened).
WARNING: Due to changes in VS Code, this isn't necessarily a user action, hence difficult to tell if the user changed it or it changed automatically.","Telemetry.SwitchKernel","IanMatthewHuff","Notebook, InteractiveWindow","","","disableUI","Whether the notebook startup UI (progress indicator & the like) was displayed to the user or not.
If its not displayed, then its considered an auto start (start in the background, like pre-warming kernel)
Common to most of the events.","boolean","",true
"DS_INTERNAL.SWITCH_KERNEL","Triggered when the kernel selection changes (note: This can also happen automatically when a notebook is opened).
WARNING: Due to changes in VS Code, this isn't necessarily a user action, hence difficult to tell if the user changed it or it changed automatically.","Telemetry.SwitchKernel","IanMatthewHuff","Notebook, InteractiveWindow","","","isUsingActiveInterpreter","Whether this resource is using the active Python interpreter or not.
Common to most of the events.","boolean","",true
"DS_INTERNAL.SWITCH_KERNEL","Triggered when the kernel selection changes (note: This can also happen automatically when a notebook is opened).
WARNING: Due to changes in VS Code, this isn't necessarily a user action, hence difficult to tell if the user changed it or it changed automatically.","Telemetry.SwitchKernel","IanMatthewHuff","Notebook, InteractiveWindow","","","kernelConnectionType","Whether kernel was started using kernel spec, interpreter, etc.
Common to most of the events.","KernelConnectionMetadata['kind']","",true
"DS_INTERNAL.SWITCH_KERNEL","Triggered when the kernel selection changes (note: This can also happen automatically when a notebook is opened).
WARNING: Due to changes in VS Code, this isn't necessarily a user action, hence difficult to tell if the user changed it or it changed automatically.","Telemetry.SwitchKernel","IanMatthewHuff","Notebook, InteractiveWindow","","","kernelId","Hash of the Kernel Connection id.
Common to most of the events.","string","",false
"DS_INTERNAL.SWITCH_KERNEL","Triggered when the kernel selection changes (note: This can also happen automatically when a notebook is opened).
WARNING: Due to changes in VS Code, this isn't necessarily a user action, hence difficult to tell if the user changed it or it changed automatically.","Telemetry.SwitchKernel","IanMatthewHuff","Notebook, InteractiveWindow","","","kernelLanguage","Language of the kernel connection.
Common to most of the events.","string","",false
"DS_INTERNAL.SWITCH_KERNEL","Triggered when the kernel selection changes (note: This can also happen automatically when a notebook is opened).
WARNING: Due to changes in VS Code, this isn't necessarily a user action, hence difficult to tell if the user changed it or it changed automatically.","Telemetry.SwitchKernel","IanMatthewHuff","Notebook, InteractiveWindow","","","kernelSessionId","Unique identifier for an instance of a notebook session.
If we restart or run this notebook tomorrow, this id will be different.
Id could be something as simple as a hash of the current Epoch time.
Common to most of the events.","string","",false
